3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	4	2.30137	1	0.42509	0.01995
3	4	2.30137	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
1	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
3	3	2.09589	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
2	2	1.83562	1	0.42509	0.01995
3	3	2.30137	1	0.42509	0.01995
